studentno,413-GE-KG,420-GE-KG,420-SE-KG,420-SN-KG,435-GE-KG,456-GE-KG,456-SB-KG,618-SN-KG,618-SE-KG,449-FB-KG,449-GE-KG,625-GE-KG,603-SB-KG,603-GE-KG,872-CB-KG,872-GE-KG,509-CE-KG,509-CN-KG,478-GE-KG,478-JE-KG,478-JN-KG,481-SB-KG,481-GE-KG,525-GE-KG,507-GE-KG,521-GE-KG,539-GE-KG,680-SN-KG,680-GE-KG,680-SE-KG,562-CN-KG,562-CE-KG,562-GE-KG,575-SB-KG,575-GE-KG,589-GE-KG,593-SB-KG,593-GE-KG,453-GE-KG,453-SE-KG,453-SN-KG,614-SB-KG,614-CB-KG,614-GE-KG,537-SE-KG,537-SN-KG,644-GE-KG,544-GE-KG,838-GE-KG,838-ME-KG,838-MN-KG,664-GE-KG,670-GE-KG,490-CB-KG,490-GE-KG,676-GE-KG,476-NC-KG,479-GE-KG,479-KE-KG,479-KN-KG,691-FB-KG,691-SB-KG,691-GE-KG,830-GE-KG,714-SE-KG,714-SN-KG,549-GE-KG,718-GE-KG,505-GE-KG,722-GE-KG,724-NS-KG,729-CB-KG,729-GE-KG,729-SE-KG,729-SN-KG,723-CB-KG,723-GE-KG,723-SB-KG,650-SB-KG,650-GE-KG,735-GE-KG,746-GE-KG,746-ME-KG,746-MN-KG,638-CB-KG,638-GE-KG,786-JE-KG,786-GE-KG,786-JN-KG,569-GE-KG,790-GE-KG,760-SN-KG,760-GE-KG,760-SE-KG,796-GE-KG,816-SB-KG,816-GE-KG,656-SB-KG,656-GE-KG,493-GE-KG,814-GE-KG,820-GE-KG,823-GE-KG,488-GE-KG,834-CB-KG,834-GE-KG,834-SB-KG,782-GE-KG,842-GE-KG,750-GE-KG,848-CB-KG,848-GE-KG,513-CB-KG,513-SB-KG,513-GE-KG,859-GE-KG,862-CB-KG,862-GE-KG,867-CB-KG,867-GE-KG,497-SN-KG,497-GE-KG,497-SE-KG,876-CE-KG,876-CN-KG,876-GE-KG,801-GE-KG,485-CE-KG,485-CT-KG
2324-1003211,-1.110281,-3.34535,-3.69224,-inf,-0.71921,-7.523087,-inf,-inf,-6.091009,-inf,-6.895615,-9.766136,-inf,-6.575725,-inf,-6.806045,-4.18227,-inf,-1.330851,-2.086012,-inf,-inf,-7.167837,-5.426365,-9.021683,-8.533828,-1.198091,-inf,-6.877006,-7.223896,-inf,-9.340619,-7.87597,-inf,-5.168853,-2.25007,-inf,-7.288848,-10.077857,-10.424747,-inf,-inf,-inf,-7.448375,-5.68472,-inf,-0.241819,2.356788,-8.045515,-8.616909,-inf,-0.266991,-2.524483,-inf,-6.785699,1.279759,-inf,-1.896961,-4.530175,-inf,-inf,-inf,-6.300844,-9.916955,-6.665139,-inf,-2.695133,-3.773459,-4.81429,-2.792458,-inf,-inf,-6.391366,-6.738256,-inf,-inf,-6.91842,-inf,-inf,-6.197217,-2.956807,-4.118749,-4.690144,-inf,-inf,-7.665289,-6.871886,-6.116726,-inf,-1.173117,-7.033252,-inf,-8.205992,-8.552882,-2.843697,-inf,-5.876873,-inf,-6.887364,-6.261379,-4.942751,-5.608912,-5.098643,-1.918827,-inf,-7.51208,-inf,0.378548,-3.451003,17.722466,-inf,-3.240551,-inf,-inf,-8.222052,-6.96969,-inf,0.387791,-inf,-8.81449,-inf,-7.501712,-7.848602,-2.820525,-inf,-1.355875,-6.192617,-2.258348,-inf
2324-1003212,-6.233912,-3.278102,-3.994326,-1.720061,-5.432401,-4.358073,-2.427076,-2.341238,-4.615502,-inf,-5.656422,-3.910645,-2.52479,-4.455786,-inf,-6.512691,-5.69671,-inf,-3.249878,-4.27878,-inf,-1.538557,-3.469554,-7.184621,-3.33719,13.485429,-4.911389,-2.331538,-3.889579,-4.605803,-inf,-9.395795,-7.924337,-1.280425,-3.211422,-4.025609,-1.793556,-3.724553,-3.227158,-3.943382,-1.669118,-1.307621,-inf,-3.238618,-3.568169,-1.293905,-4.921437,-5.785783,-4.672995,-5.064346,-inf,-6.468797,-5.473043,-inf,-6.634971,-4.705804,-inf,-5.121465,-6.97491,-inf,-inf,-2.203136,-4.134132,-4.184801,-6.08976,-3.815495,-6.326965,-4.380824,-4.93507,-2.867436,-3.824024,-inf,-3.233889,-3.950113,-1.675849,-inf,-4.796081,-2.865084,-4.56121,-6.492207,-5.186122,-4.495575,-4.886926,-inf,-inf,-7.790136,-7.98075,-6.951849,-inf,-4.93368,-7.357396,-2.759592,-4.317633,-5.033857,-3.470442,-3.790335,-5.721331,-1.80284,-3.733837,-3.331761,-6.399819,-5.013443,-6.19523,-3.71978,-inf,-7.987473,-6.056476,-5.365774,-2.70617,-4.344115,-inf,-7.527472,-inf,-0.857795,-2.788792,-6.989531,-inf,-4.599945,-inf,-1.41784,-2.968889,-4.52693,-5.243154,-4.922211,-inf,-3.450753,-6.816421,-5.995826,-inf
2324-1003213,2.005476,-3.581958,-4.298182,-inf,0.308701,-7.52888,-inf,-inf,-6.533921,-inf,-6.11446,-10.155449,-inf,-6.543045,-inf,-5.41127,-3.634575,-inf,-1.882546,-2.911448,-inf,-inf,-8.321606,-4.038608,-9.494943,-9.43602,-3.155019,-inf,-7.061177,-7.777401,-inf,-7.845268,-6.373809,-inf,-6.130426,-2.108314,-inf,-8.72343,-10.801024,-11.517248,-inf,-inf,-inf,-8.271358,-6.619628,-inf,-0.625945,-0.774463,-7.965891,-8.357242,-inf,0.672419,-4.659186,-inf,-5.463215,-0.266493,-inf,-0.267854,-2.121299,-inf,-inf,-inf,-7.935921,-10.212466,-6.591984,-inf,-1.664298,-3.356878,-4.786373,-3.861691,-inf,-inf,-7.457962,-8.174186,-inf,-inf,-6.793606,-inf,-inf,-5.464082,-2.170428,-6.026901,-6.418252,-inf,-inf,-6.236722,-6.019399,-4.990498,-inf,0.408993,-5.764505,-inf,-8.719148,-9.435372,-3.099537,-inf,-5.599473,-inf,-7.513222,-7.344153,-3.445724,-7.406378,-3.53009,-3.721129,-inf,-6.115858,-inf,-1.848615,-4.731881,-0.294879,-inf,-1.528084,-inf,-inf,-8.923485,-5.951369,-inf,-1.983749,-inf,-9.868016,-inf,-7.195346,-7.91157,-4.131438,-inf,-2.65998,-4.613507,-2.827317,-inf
2324-1003214,-3.760355,-1.974245,-1.491502,-inf,-3.104945,-4.220757,-inf,-inf,-2.747043,-inf,-4.896615,-4.829395,-inf,-3.925174,-inf,-5.334815,-4.122542,-inf,-1.395961,-2.151121,-inf,-inf,-2.241941,-5.54886,-4.20268,-3.185534,-2.408866,-inf,-3.618048,-3.135305,-inf,-8.091503,-6.626853,-inf,-1.889243,-2.340898,-inf,-0.806792,-4.539149,-4.056407,-inf,-inf,-inf,-2.96677,-1.641845,-inf,-2.598651,-2.971897,-4.631261,-5.202656,-inf,-3.738407,-2.865178,-inf,-5.464571,-2.128688,-inf,-3.107953,-5.741167,-inf,-inf,-inf,-2.00259,-5.025957,-4.036397,-inf,-4.247538,-3.046098,-3.662313,-1.090005,-inf,-inf,-2.047613,-1.564871,-inf,-inf,-4.291744,-inf,-inf,-5.278914,-3.445371,-2.074664,-2.646058,-inf,-inf,-6.518563,-6.335248,-5.580087,-inf,-2.801157,-6.095822,-inf,-4.24523,-3.762488,-1.979061,-inf,-4.589226,-inf,-3.216323,-2.048482,-4.817956,-2.691951,-4.672158,-1.349266,-inf,-6.655565,-inf,-2.697034,-0.834957,-1.560455,-inf,-5.264934,-inf,-inf,-3.397221,-5.8485,-inf,-1.769577,-inf,-3.219016,-inf,-4.348581,-3.865838,-2.787836,-inf,-1.323186,-5.37934,-3.817146,-inf
2324-1003215,-0.697675,-1.506882,-2.223106,-inf,0.113672,-5.662365,-inf,-inf,-4.600759,-inf,-4.947798,-8.081286,-inf,-4.691381,-3.332492,-4.983066,-2.26178,0.024162,0.407109,-0.621793,-inf,-inf,-5.992098,-3.726136,-7.373635,-7.156422,-1.380034,-inf,-5.070327,-5.786551,-5.284579,-7.570521,-6.099063,-inf,-3.814148,-0.295335,-inf,-6.399147,-8.585328,-9.301552,-inf,-inf,-4.349617,-6.000191,-4.419879,-inf,1.824948,-0.644611,-6.165639,-6.55699,-inf,-0.816544,-2.90017,-3.298371,-4.948945,0.53976,-6.429008,-0.521887,-2.375333,-inf,-inf,-inf,-5.658844,-8.190547,-5.081514,-inf,-1.247309,-1.819367,-2.896097,-1.528629,-inf,-3.483768,-5.134343,-5.850567,-inf,-3.363002,-5.013577,-inf,-inf,-4.262971,-1.125284,-3.92363,-4.314981,-inf,-4.218705,-5.86928,-5.301968,-4.273067,-inf,0.056829,-5.201764,-inf,-6.558824,-7.275048,-0.994675,-inf,-3.928738,-inf,-5.297401,-5.018101,-3.252759,-5.215668,-3.405952,-1.63748,-4.072769,-5.723343,-inf,-0.77738,-2.406303,0.379354,-0.620846,-2.27142,-5.049467,-inf,-6.700041,-5.071953,0.786684,-0.86389,-5.9073,-7.557874,-inf,-5.57514,-6.291364,-1.87408,0.411862,-0.402621,-4.472328,0.556255,4.709069
2324-1003216,-2.295195,-1.163421,-1.510311,-inf,-1.747384,-3.758255,-inf,-inf,-2.740313,-inf,-2.116173,-6.546664,-inf,-2.887829,-inf,-2.32487,-1.577232,-inf,-1.040325,-1.795485,-inf,-inf,-6.119362,-2.199578,-6.030738,-6.555001,-3.906893,-inf,-3.560105,-3.906995,-inf,-5.01866,-3.554011,-inf,-4.024977,-0.69452,-inf,-6.884192,-7.52898,-7.87587,-inf,-inf,-inf,-5.533293,-3.448486,-inf,-2.020734,-3.453512,-4.07942,-4.650814,-inf,-3.049592,-5.263752,-inf,-2.288153,-2.295166,-inf,-0.499024,-3.132238,-inf,-inf,-inf,-6.603866,-6.497236,-2.246567,-inf,-2.326897,-0.396592,-2.07607,-2.506573,-inf,-inf,-5.236242,-5.583132,-inf,-inf,-3.009655,-inf,-inf,-0.366101,-0.948296,-5.618024,-6.189418,-inf,-inf,-3.314301,-2.70323,-1.948069,-inf,-0.589347,-2.642772,-inf,-5.562682,-5.909572,-1.127293,-inf,-2.241554,-inf,-4.660158,-5.18702,-1.390624,-6.62158,-1.289698,-3.636121,-inf,-3.266937,-inf,-3.610405,-3.337697,-2.47367,-inf,-3.339796,-inf,-inf,-5.841691,-2.317372,-inf,-3.610029,-inf,-7.182295,-inf,-3.165267,-3.512157,-3.813697,-inf,-2.349047,-2.133018,-3.355507,-inf
2324-1003217,-2.406919,-2.927696,-3.274587,-inf,-2.280869,-4.865424,-inf,-inf,-4.337741,-inf,-2.574922,-7.066292,-inf,-4.361226,-inf,-0.383802,-3.199064,-inf,-2.516199,-3.271359,-inf,-inf,-7.250841,-2.491658,-6.761009,-7.408339,-4.870684,-inf,-4.88009,-5.22698,-inf,-1.575928,-0.111278,-inf,-5.420111,-2.272736,-inf,-7.846496,-8.040859,-8.387749,-inf,-inf,-inf,-6.713404,-4.913466,-inf,-2.893519,-3.855867,-4.971437,-5.542832,-inf,-3.120634,-6.142562,-inf,-0.915496,-2.976337,-inf,-0.732007,-3.365221,-inf,-inf,-inf,-7.577573,-6.896317,-3.904086,-inf,-3.086335,-2.327575,-3.934729,-3.947055,-inf,-inf,-6.470436,-6.817326,-inf,-inf,-4.411524,-inf,-inf,-3.568813,-2.207842,-6.589667,-7.161062,-inf,-inf,-1.518785,-3.483298,-2.728137,-inf,-0.94237,-2.194429,-inf,-6.787211,-7.134101,-2.843756,-inf,-4.201198,-inf,-6.018999,-6.438317,-1.010545,-7.615122,-0.013266,-4.731021,-inf,-2.184928,-inf,-4.315184,-4.658446,-3.021357,-inf,-3.601358,-inf,-inf,-6.815451,-2.940085,-inf,-4.220992,-inf,-7.988059,-inf,-3.81241,-4.1593,-5.098721,-inf,-3.634072,1.243734,-4.478594,-inf
2324-1003218,-2.596201,-3.9074,-4.623624,-inf,-2.122642,-7.990945,-inf,-inf,-6.972462,-inf,-7.774298,-9.909369,-inf,-7.118803,-6.276997,-7.927572,-5.178807,-2.892864,-1.954943,-2.983845,-inf,-inf,-6.912232,-6.646121,-9.136714,-8.37451,-0.940654,-inf,-7.272322,-7.988546,-8.230059,-10.516001,-9.044543,-inf,-5.161004,-3.137182,-inf,-6.778755,-9.988221,-10.704445,-inf,-inf,-5.771275,-7.421849,-6.275136,-inf,-1.436849,-0.072406,-8.539172,-8.930522,-inf,-1.747999,-1.644067,-6.241319,-7.891894,0.009424,-9.368229,-3.247174,-5.100619,-inf,-inf,-inf,-5.654053,-10.109303,-7.811539,-inf,-3.985737,-4.647389,-5.506769,-2.867094,-inf,-4.583381,-6.233955,-6.950179,-inf,-5.850184,-7.500758,-inf,-inf,-7.150828,-4.069885,-3.309988,-3.701339,-inf,-7.164886,-8.81546,-8.246771,-7.217869,-inf,-2.549565,-8.146668,-inf,-8.384992,-9.101216,-3.458779,-inf,-6.645219,-inf,-7.036526,-6.102918,-6.17303,-4.871714,-6.330522,-1.443285,-7.018384,-8.668958,-inf,-0.045983,-3.269919,1.528726,-3.014379,-4.664953,-6.574395,-inf,-8.224969,-7.993694,4.42667,2.776096,-6.887487,-8.538061,-inf,-8.110228,-8.826452,-2.981628,-0.695686,-1.51017,-7.407358,-3.197143,0.955671
2324-1003219,-2.202845,-3.160298,-3.876522,-inf,-2.077707,-5.683467,-inf,-inf,-5.211246,-inf,-3.192158,-8.438713,-inf,-4.931765,-inf,-1.565599,-3.003317,-inf,-2.63306,-3.661962,-inf,-inf,-8.224742,-1.843494,-8.005222,-8.650615,-5.303149,-inf,-5.611057,-6.327281,-inf,-3.945976,-2.474518,-inf,-6.095598,-2.190382,-inf,-8.971802,-9.533635,-10.249859,-inf,-inf,-inf,-7.649621,-5.934213,-inf,-2.875308,-4.138717,-5.887526,-6.278877,-inf,-3.149584,-6.782228,-inf,-1.729255,-3.13795,-inf,-0.186307,-2.039752,-inf,-inf,-inf,-8.626609,-8.31812,-4.593082,-inf,-2.759167,-2.285937,-4.073127,-4.413286,-inf,-inf,-7.336529,-8.052753,-inf,-inf,-4.998857,-inf,-inf,-3.51816,-1.880809,-7.443252,-7.834603,-inf,-inf,-2.400508,-3.454554,-2.425652,-inf,-0.513675,-2.317913,-inf,-7.655118,-8.371342,-2.994792,-inf,-4.331672,-inf,-6.777302,-7.280702,0.838423,-8.535518,1.450357,-5.312846,-inf,-2.410729,-inf,-4.65058,-5.303347,-3.384368,-inf,-3.252324,-inf,-inf,-7.92255,-3.04356,-inf,-4.796365,-inf,-9.290816,-inf,-4.749303,-5.465527,-5.444199,-inf,-3.97274,-0.703065,-4.507596,-inf
2324-1003220,-0.678003,-2.077226,-2.79345,-0.519185,0.040596,-6.251486,-4.320489,-2.912842,-5.187107,-inf,-5.589243,-8.596075,-3.359861,-5.290858,-inf,-5.586244,-2.895903,-inf,-0.086661,-1.115562,-inf,-4.355021,-6.286018,-4.274633,-7.87144,-7.542095,-1.044087,-4.074898,-5.632939,-6.349163,-inf,-8.157756,-6.686298,-2.235854,-4.16685,-0.935941,-4.656879,-6.587875,-9.022343,-9.738567,-7.464302,-4.475506,-inf,-6.406502,-4.899737,-2.625473,2.006813,-0.013758,-6.764449,-7.1558,-inf,-0.477276,-2.583288,-inf,-5.556058,1.176824,-inf,-0.92367,-2.777116,-inf,-inf,-3.818024,-5.749021,-8.723379,-5.719735,-3.44547,-1.64044,-2.461132,-3.511225,-1.816272,-4.34332,-inf,-5.456313,-6.172537,-3.898272,-inf,-5.623725,-3.692728,-2.969657,-4.900654,-1.717349,-3.832314,-4.223665,-inf,-inf,-6.462274,-5.90788,-4.878979,-inf,-0.266583,-5.805553,-5.49219,-7.050231,-7.766455,-1.567961,-2.632073,-4.56307,-3.829312,-5.760309,-5.332897,-3.801352,-5.202882,-3.959074,-1.524167,-inf,-6.312325,-4.381328,-0.179352,-2.618381,1.012661,-inf,-2.476237,-inf,-5.211304,-7.1423,-5.698414,-inf,-0.322251,-inf,-7.896754,-4.639395,-6.197436,-6.91366,-1.964806,-inf,-0.493348,-5.03818,0.163224,-inf
2324-1003221,-1.863565,-1.438651,-1.785541,-inf,-1.381532,-4.289398,-inf,-inf,-3.228085,-inf,-2.475363,-7.076861,-inf,-3.406367,-inf,-2.30613,-1.437048,-inf,-1.071568,-1.826729,-inf,-inf,-6.512298,-1.685472,-6.553643,-7.03346,-3.887303,-inf,-4.072094,-4.418984,-inf,-4.927982,-3.463332,-inf,-4.372111,-0.645549,-inf,-7.250022,-8.04442,-8.39131,-inf,-inf,-inf,-5.981121,-3.876108,-inf,-1.79404,-3.214024,-4.609647,-5.181041,-inf,-2.669716,-5.299589,-inf,-2.266933,-2.086043,-inf,0.007543,-2.625671,-inf,-inf,-inf,-6.907497,-7.029165,-2.7782,-inf,-1.949029,-0.566053,-2.349704,-2.722832,-inf,-inf,-5.621038,-5.967928,-inf,-inf,-3.538475,-inf,-inf,-0.799645,-0.629526,-5.79676,-6.368155,-inf,-inf,-3.222124,-1.265878,-0.510718,-inf,-0.125008,-2.534002,-inf,-6.049076,-6.395966,-1.303782,-inf,-2.629455,-inf,-5.105615,-5.561948,-0.969453,-6.850585,-0.979533,-3.736133,-inf,-3.10383,-inf,-3.469211,-3.596228,-2.297582,-inf,-2.88939,-inf,-inf,-6.332702,-2.396725,-inf,-3.526393,-inf,-7.645257,-inf,-3.672554,-4.019444,-3.878458,-inf,-2.413808,-1.931924,-3.214068,-inf
2324-1003222,-2.749405,-2.470018,-3.186242,-inf,-2.02974,-6.380462,-inf,-inf,-5.424023,-inf,-6.489451,-8.142983,-inf,-5.578329,-5.255766,-6.90634,-4.184852,-1.89891,-0.74441,-1.773311,-inf,-inf,-5.122207,-5.895521,-7.366865,-6.579957,1.102964,-inf,-5.632101,-6.348325,-7.280638,-9.566581,-8.095122,-inf,-3.390038,-2.092033,-inf,-5.065645,-8.192774,-8.908998,-inf,-inf,-3.984574,-5.635149,-4.570304,-inf,-1.175133,-1.042074,-6.935522,-7.326873,-inf,-2.343429,14.958379,-5.215009,-6.865583,-0.26605,-8.308356,-2.828236,-4.681682,-inf,-inf,-inf,-4.01815,-8.354175,-6.46931,-inf,-3.555964,-3.478159,-4.168708,-1.163969,-inf,-2.788105,-4.438679,-5.154903,-inf,-4.331891,-5.982465,-inf,-inf,-6.021092,-3.264212,-1.83331,-2.224661,-inf,-6.201813,-7.852387,-7.289856,-6.260954,-inf,-2.245165,-7.161462,-inf,-6.646694,-7.362918,-2.104841,-inf,-5.342492,-inf,-5.296922,-4.307748,-5.405717,-3.308796,-5.533361,1.457751,-6.088345,-7.738919,-inf,-0.532432,-1.477827,0.545486,-2.871059,-4.521633,-4.787933,-inf,-6.438507,-6.903898,2.092211,0.441637,-5.106197,-6.756772,-inf,-6.577072,-7.293296,-1.497746,0.788196,-0.026288,-6.551865,-2.535876,1.616938
2324-1003223,-4.759358,-2.140354,-1.657611,-inf,-4.096774,-0.85158,-inf,-inf,-1.705553,-inf,-2.592853,-4.10927,-inf,-2.354612,-inf,-3.365771,-3.871204,-inf,-2.50222,-3.257381,-inf,-inf,-5.255243,-4.746526,-3.798188,-4.85547,-5.13358,-inf,-2.335415,-1.852673,-inf,-6.268796,-4.804147,-inf,-3.769886,-2.635178,-inf,-6.055892,-5.324354,-4.841612,-inf,-inf,-inf,-4.361466,-2.077655,-inf,-4.038078,-5.370609,-0.61522,-1.186614,-inf,-5.374925,-6.185377,-inf,-3.551242,-4.17913,-inf,-3.093985,-5.727199,-inf,-inf,-inf,-6.16271,-3.964088,-2.372016,-inf,-4.744088,-2.457102,-3.4136,-3.022762,-inf,-inf,-4.535143,-4.052401,-inf,-inf,-2.420048,-inf,-inf,-4.088464,-3.3745,-5.873053,-6.444447,-inf,-inf,-4.723369,-5.121728,-4.366567,-inf,-3.132678,-4.456001,-inf,-4.198351,-3.715608,-2.396709,-inf,-3.760326,-inf,-3.792036,-4.566782,-3.752338,-6.618717,-3.35227,-4.380046,-inf,-5.047423,-inf,-5.238188,-3.467058,-4.187896,-inf,-5.85358,-inf,-inf,-4.120803,-4.179909,-inf,-4.960545,-inf,-5.582316,-inf,-0.202663,0.28008,-4.894114,-inf,-3.429464,-3.806377,-5.192064,-inf
2324-1003224,-4.225208,-2.234526,-2.95075,-inf,-3.570604,-4.03623,-inf,-inf,-3.967801,-inf,-4.833063,-4.282996,-inf,-3.884856,-inf,-5.295944,-4.403604,-inf,-1.840067,-2.868969,-inf,-inf,-2.468436,-5.753993,-3.69943,-2.56922,-3.059275,-inf,-3.502207,-4.218431,-inf,-8.086322,-6.614863,-inf,-2.22545,-2.685249,-inf,-2.420025,-3.86842,-4.584644,-inf,-inf,-inf,-2.818526,-2.917774,-inf,-3.117437,-3.593642,-4.397113,-4.788464,-inf,-4.278517,-3.556758,-inf,-5.455305,-2.717878,-inf,-3.434794,-5.28824,-inf,-inf,-inf,-2.657795,-4.484087,-5.267291,-inf,-4.645981,-3.255253,-3.887687,-1.584559,-inf,-inf,-2.304073,-3.020297,-inf,-inf,-4.23104,-inf,-inf,-5.409398,-3.756234,-2.776437,-3.167788,-inf,-inf,-6.527821,-6.745756,-5.716854,-inf,-3.17792,-6.153481,-inf,-4.067783,-4.784007,-2.300171,-inf,-4.742033,-inf,-3.208445,-2.359853,-4.977067,-3.389283,-4.779927,-2.018817,-inf,-6.713152,-inf,-3.333583,-1.402251,-2.203619,-inf,-5.676999,-inf,-inf,-2.965043,-5.905804,-inf,-2.453186,-inf,-2.520267,-inf,-4.129245,-4.845469,-3.365958,-inf,-1.8945,-5.427998,-4.328414,-inf
2324-1003225,-3.33408,-2.969909,-3.686133,-inf,-3.020764,-4.704916,-inf,-inf,-4.561924,-inf,-1.98051,-7.32772,-inf,-4.154752,-inf,-0.495932,-3.258107,-inf,-2.847413,-3.876315,-inf,-inf,-7.70987,-2.649343,-6.98885,-7.843728,-5.692729,-inf,-4.791943,-5.508166,-inf,-3.215804,-1.744345,-inf,-5.723045,-2.448293,-inf,-8.515389,-8.526688,-9.242912,-inf,-inf,-inf,-6.989222,-5.38256,-inf,-3.578368,-4.973752,-4.799355,-5.190705,-inf,-4.238554,-7.080121,-inf,0.662893,-3.872977,-inf,-1.284401,-3.137847,-inf,-inf,-inf,-8.331847,-7.148074,-3.895522,-inf,-3.606727,-2.221891,-3.894104,-4.322871,-inf,-inf,-6.854257,-7.570481,-inf,-inf,-4.156873,-inf,-inf,-3.267448,-2.406356,-7.441039,-7.83239,-inf,-inf,-0.420589,10.990152,12.019054,-inf,-1.569235,-0.576543,-inf,-6.888943,-7.605167,-2.960027,-inf,-4.018665,-inf,-6.157383,-6.825417,-1.195524,-8.419941,-0.350223,-5.468096,-inf,-0.849023,-inf,-5.281835,-5.124757,-4.09739,-inf,-4.344456,-inf,-inf,-7.089566,-2.382933,-inf,-5.344706,-inf,-8.531433,-inf,-3.545037,-4.261261,-5.643904,-inf,-4.172446,-0.586263,-5.037194,-inf
2324-1003226,-3.612662,-2.398079,-3.114303,-inf,-2.979574,-5.142778,-inf,-inf,-4.681946,-inf,-5.640318,-5.967358,-inf,-4.713179,-inf,-6.009828,-4.432144,-inf,-1.447341,-2.476242,-inf,-inf,-3.288722,-5.907435,-5.331381,-4.332414,-1.825616,-inf,-4.504161,-5.220385,-inf,-8.735403,-7.263945,-inf,-2.480951,-2.545465,-inf,-2.703201,-5.675448,-6.391672,-inf,-inf,-inf,-4.003625,-3.617158,-inf,-2.378984,-2.415459,-5.583956,-5.975307,-2.152145,-3.402772,-2.055808,-inf,-6.110687,-1.701114,-inf,-3.252151,-5.105596,-inf,-inf,-inf,-0.53847,-6.161064,-5.900155,-inf,-4.278209,-3.470328,-4.104419,-1.207827,-inf,-inf,-2.930005,-3.646229,-inf,-inf,-5.089696,-inf,-inf,-5.791839,-3.664837,-1.131359,-1.52271,2.300451,-inf,-7.135803,-7.084053,-6.055151,-inf,-2.853663,-6.66514,-inf,-5.227794,-5.944018,-2.286823,-inf,-5.113057,-inf,-4.096673,-2.868896,-5.236774,-0.63011,-5.156373,-0.756457,-inf,-7.216236,-inf,-2.118062,-0.937267,-0.939691,-inf,-5.240903,-inf,-inf,-4.518058,-6.435803,-inf,-0.970422,-inf,-4.328628,-inf,-5.272473,-5.988697,-2.566309,-inf,-1.094851,-5.938459,-3.671766,-inf
2324-1003227,-1.997168,-1.683079,-1.200337,-inf,-1.675698,-3.623924,-inf,-inf,-2.202042,-inf,-1.458532,-5.904812,-inf,-3.065061,-inf,-0.828241,-2.163736,-inf,-1.414657,-2.169817,-inf,-inf,-5.945109,-1.961278,-5.546319,-6.126951,-3.835392,-inf,-3.593758,-3.111016,-inf,-3.508285,-2.043636,-inf,-4.127817,-1.212879,-inf,-6.543074,-6.826213,-6.34347,-inf,-inf,-inf,-5.410112,-2.777876,-inf,-2.077986,-3.125763,-3.78295,-4.354344,-inf,-2.648862,-5.054394,-inf,-0.905816,-2.172371,-inf,-0.329109,-2.962323,-inf,-inf,-inf,-6.292577,-5.776808,-1.768258,-inf,-2.416047,-1.148467,-2.700051,-2.717707,-inf,-inf,-5.166441,-4.683698,-inf,-inf,-3.125618,-inf,-inf,-2.355903,-1.330254,-5.377334,-5.948728,-inf,-inf,-1.913277,-2.538251,-1.783091,-inf,-0.473542,-0.39613,-inf,-5.49452,-5.011777,-1.64768,-inf,-2.938989,-inf,-4.713089,-5.136174,-0.742708,-6.369036,-0.229554,-3.581753,-inf,-2.063146,-inf,-3.429025,-3.401688,-2.192023,-inf,-3.159937,-inf,-inf,-5.538129,-0.543509,-inf,-3.272431,-inf,-6.698437,-inf,-2.703498,-2.220756,-3.977004,-inf,-2.512354,-0.771226,-3.546128,-inf
2324-1003228,-3.742566,-1.554821,-2.271045,0.00322,-3.130599,-2.45137,-0.520373,-0.509717,-2.783981,-inf,-3.310354,-3.072204,-0.606688,-2.537684,-inf,-3.760866,-3.554671,-inf,-1.547944,-2.576846,-inf,-1.450551,-3.381548,-4.653876,-2.452008,-2.929577,-3.454944,-0.549555,-2.107596,-2.82382,-inf,-6.580313,-5.108854,-0.399504,-2.3305,-2.051667,-1.996492,-3.927488,-3.623059,-4.339283,-2.065018,-0.761915,-inf,-2.692911,-2.250045,0.02422,-2.899944,-3.717818,-2.741099,-3.13245,-inf,-4.033756,-4.245625,-inf,-3.965872,-2.738483,-inf,-2.596931,-4.450377,-inf,-inf,-2.082928,-4.013925,-3.193777,-3.949267,-1.675002,-4.033446,-2.292701,-3.050646,-1.691476,-2.484597,-inf,-2.817044,-3.533268,-1.259003,-inf,-2.817222,-0.886226,-2.301214,-4.232211,-2.958055,-3.800163,-4.191514,-inf,-inf,-5.057821,-5.530952,-4.50205,-inf,-2.471712,-4.775536,-1.388725,-2.946766,-3.66299,-1.726858,-1.764379,-3.695376,-0.628563,-2.55956,-2.866696,-3.768827,-4.524092,-3.464324,-2.615441,-inf,-5.323525,-3.392528,-3.581948,-1.868239,-2.459341,-inf,-5.057285,-inf,-0.417728,-2.348724,-4.55242,-inf,-2.994558,-inf,-3.541053,-0.911725,-2.469766,-3.18599,-3.521063,-inf,-2.049604,-4.007939,-4.114171,-inf
